Year,Age,Sex,Population
1974,15-19,Male,146.0
1974,15-19,Female,139.8
1974,20-24,Male,119.4
1974,20-24,Female,114.5
1974,25-29,Male,99.9
1974,25-29,Female,97.0
1974,30-34,Male,89.5
1974,30-34,Female,86.2
1974,35-39,Male,81.4
1974,35-39,Female,78.4
1974,40-44,Male,78.5
1974,40-44,Female,77.0
1974,45-49,Male,79.2
1974,45-49,Female,78.7
1974,50-54,Male,78.7
1974,50-54,Female,78.3
1974,55-59,Male,77.8
1974,55-59,Female,77.2
1974,60-64,Male,68.2
1974,60-64,Female,67.5
1974,65-69,Male,58.3
1974,65-69,Female,61.4
1974,70-74,Male,45.1
1974,70-74,Female,53.9
1974,75-79,Male,28.3
1974,75-79,Female,36.1
1974,80-84,Male,15.4
1974,80-84,Female,21.6
1974,85+,Male,8.1
1974,85+,Female,13.3
1975,00,Male,34.9
1975,00,Female,33.1
1975,01-04,Male,134.6
1975,01-04,Female,128.2
1975,05-09,Male,170.9
1975,05-09,Female,163.1
1975,10-14,Male,162.5
1975,10-14,Female,155.4
1975,15-19,Male,149.4
1975,15-19,Female,143.0
1975,20-24,Male,122.8
1975,20-24,Female,117.8
1975,25-29,Male,104.3
1975,25-29,Female,101.2
1975,30-34,Male,94.1
1975,30-34,Female,90.4
1975,35-39,Male,83.6
1975,35-39,Female,80.1
1975,40-44,Male,79.4
1975,40-44,Female,77.3
1975,45-49,Male,79.1
1975,45-49,Female,78.1
1975,50-54,Male,78.3
1975,50-54,Female,78.1
1975,55-59,Male,77.7
1975,55-59,Female,77.5
1975,60-64,Male,68.3
1975,60-64,Female,68.1
1975,65-69,Male,59.7
1975,65-69,Female,62.9
1975,70-74,Male,45.3
1975,70-74,Female,53.8
1975,75-79,Male,28.6
1975,75-79,Female,36.8
1975,80-84,Male,15.4
1975,80-84,Female,21.9
1975,85+,Male,8.1
1975,85+,Female,13.5
1976,00,Male,34.6
1976,00,Female,32.8
1976,01-04,Male,136.8
1976,01-04,Female,130.3
1976,05-09,Male,173.1
1976,05-09,Female,165.0
1976,10-14,Male,165.2
1976,10-14,Female,157.6
1976,15-19,Male,152.7
1976,15-19,Female,146.0
1976,20-24,Male,126.1
1976,20-24,Female,121.0
1976,25-29,Male,108.7
1976,25-29,Female,105.3
1976,30-34,Male,98.7
1976,30-34,Female,94.6
1976,35-39,Male,85.7
1976,35-39,Female,81.8
1976,40-44,Male,80.1
1976,40-44,Female,77.5
1976,45-49,Male,78.9
1976,45-49,Female,77.4
1976,50-54,Male,77.8
1976,50-54,Female,77.8
1976,55-59,Male,77.4
1976,55-59,Female,77.7
1976,60-64,Male,68.3
1976,60-64,Female,68.6
1976,65-69,Male,61.1
1976,65-69,Female,64.4
1976,70-74,Male,45.5
1976,70-74,Female,53.6
1976,75-79,Male,28.7
1976,75-79,Female,37.6
1976,80-84,Male,15.3
1976,80-84,Female,22.2
1976,85+,Male,8.1
1976,85+,Female,13.7
1977,00,Male,34.5
1977,00,Female,32.6
1977,01-04,Male,138.3
1977,01-04,Female,132.0
1977,05-09,Male,174.9
1977,05-09,Female,166.7
1977,10-14,Male,167.4
1977,10-14,Female,159.6
1977,15-19,Male,155.7
1977,15-19,Female,148.9
1977,20-24,Male,129.2
1977,20-24,Female,124.0
1977,25-29,Male,112.9
1977,25-29,Female,109.4
1977,30-34,Male,103.2
1977,30-34,Female,98.7
1977,35-39,Male,87.6
1977,35-39,Female,83.4
1977,40-44,Male,80.6
1977,40-44,Female,77.5
1977,45-49,Male,78.5
1977,45-49,Female,76.4
1977,50-54,Male,77.1
1977,50-54,Female,77.2
1977,55-59,Male,77.0
1977,55-59,Female,77.8
1977,60-64,Male,68.1
1977,60-64,Female,69.0
1977,65-69,Male,62.3
1977,65-69,Female,65.8
1977,70-74,Male,45.5
1977,70-74,Female,53.3
1977,75-79,Male,28.9
1977,75-79,Female,38.2
1977,80-84,Male,15.2
1977,80-84,Female,22.5
1977,85+,Male,8.1
1977,85+,Female,13.9
1978,00,Male,35.3
1978,00,Female,33.4
1978,01-04,Male,138.8
1978,01-04,Female,132.6
1978,05-09,Male,176.6
1978,05-09,Female,168.3
1978,10-14,Male,169.6
1978,10-14,Female,161.5
1978,15-19,Male,158.5
1978,15-19,Female,151.7
1978,20-24,Male,132.2
1978,20-24,Female,127.1
1978,25-29,Male,117.1
1978,25-29,Female,113.5
1978,30-34,Male,107.6
1978,30-34,Female,102.8
1978,35-39,Male,89.5
1978,35-39,Female,84.9
1978,40-44,Male,81.0
1978,40-44,Female,77.5
1978,45-49,Male,78.1
1978,45-49,Female,75.4
1978,50-54,Male,76.2
1978,50-54,Female,76.6
1978,55-59,Male,76.4
1978,55-59,Female,77.8
1978,60-64,Male,67.8
1978,60-64,Female,69.3
1978,65-69,Male,63.5
1978,65-69,Female,67.1
1978,70-74,Male,45.6
1978,70-74,Female,53.0
1978,75-79,Male,29.0
1978,75-79,Female,39.0
1978,80-84,Male,15.0
1978,80-84,Female,22.8
1978,85+,Male,8.1
1978,85+,Female,14.0
1979,00,Male,36.2
1979,00,Female,35.2
1979,01-04,Male,139.5
1979,01-04,Female,132.7
1979,05-09,Male,179.1
1979,05-09,Female,171.1
1979,10-14,Male,172.3
1979,10-14,Female,164.0
1979,15-19,Male,162.3
1979,15-19,Female,155.1
1979,20-24,Male,135.8
1979,20-24,Female,130.5
1979,25-29,Male,121.6
1979,25-29,Female,117.8
1979,30-34,Male,112.7
1979,30-34,Female,107.4
1979,35-39,Male,91.8
1979,35-39,Female,86.7
1979,40-44,Male,81.8
1979,40-44,Female,77.6
1979,45-49,Male,77.8
1979,45-49,Female,74.7
1979,50-54,Male,75.6
1979,50-54,Female,76.1
1979,55-59,Male,76.1
1979,55-59,Female,77.9
1979,60-64,Male,67.8
1979,60-64,Female,69.9
1979,65-69,Male,65.0
1979,65-69,Female,68.8
1979,70-74,Male,45.8
1979,70-74,Female,52.5
1979,75-79,Male,29.1
1979,75-79,Female,39.7
1979,80-84,Male,14.9
1979,80-84,Female,23.1
1979,85+,Male,8.1
1979,85+,Female,14.3
1980,00,Male,37.4
1980,00,Female,35.1
1980,01-04,Male,140.7
1980,01-04,Female,134.6
1980,05-09,Male,178.9
1980,05-09,Female,170.5
1980,10-14,Male,173.6
1980,10-14,Female,164.7
1980,15-19,Male,164.3
1980,15-19,Female,157.2
1980,20-24,Male,137.9
1980,20-24,Female,132.9
1980,25-29,Male,122.8
1980,25-29,Female,119.6
1980,30-34,Male,115.3
1980,30-34,Female,110.3
1980,35-39,Male,95.4
1980,35-39,Female,90.5
1980,40-44,Male,83.4
1980,40-44,Female,79.0
1980,45-49,Male,77.7
1980,45-49,Female,74.3
1980,50-54,Male,75.4
1980,50-54,Female,75.1
1980,55-59,Male,74.6
1980,55-59,Female,77.0
1980,60-64,Male,67.8
1980,60-64,Female,70.5
1980,65-69,Male,64.6
1980,65-69,Female,69.1
1980,70-74,Male,47.0
1980,70-74,Female,53.5
1980,75-79,Male,29.1
1980,75-79,Female,39.4
1980,80-84,Male,15.1
1980,80-84,Female,24.0
1980,85+,Male,8.0
1980,85+,Female,14.7
1981,00,Male,37.7
1981,00,Female,35.7
1981,01-04,Male,143.3
1981,01-04,Female,136.3
1981,05-09,Male,179.1
1981,05-09,Female,170.4
1981,10-14,Male,175.3
1981,10-14,Female,166.0
1981,15-19,Male,166.7
1981,15-19,Female,159.8
1981,20-24,Male,140.4
1981,20-24,Female,135.7
1981,25-29,Male,124.4
1981,25-29,Female,121.7
1981,30-34,Male,118.3
1981,30-34,Female,113.7
1981,35-39,Male,99.3
1981,35-39,Female,94.5
1981,40-44,Male,85.3
1981,40-44,Female,80.6
1981,45-49,Male,77.8
1981,45-49,Female,74.1
1981,50-54,Male,75.3
1981,50-54,Female,74.4
1981,55-59,Male,73.3
1981,55-59,Female,76.3
1981,60-64,Male,68.0
1981,60-64,Female,71.3
1981,65-69,Male,64.3
1981,65-69,Female,69.6
1981,70-74,Male,48.4
1981,70-74,Female,54.8
1981,75-79,Male,29.2
1981,75-79,Female,39.3
1981,80-84,Male,15.4
1981,80-84,Female,25.0
1981,85+,Male,7.9
1981,85+,Female,15.1
1982,00,Male,36.4
1982,00,Female,34.6
1982,01-04,Male,142.7
1982,01-04,Female,135.5
1982,05-09,Male,180.2
1982,05-09,Female,171.3
1982,10-14,Male,177.0
1982,10-14,Female,167.7
1982,15-19,Male,168.2
1982,15-19,Female,160.9
1982,20-24,Male,141.9
1982,20-24,Female,137.8
1982,25-29,Male,126.0
1982,25-29,Female,123.8
1982,30-34,Male,119.7
1982,30-34,Female,115.6
1982,35-39,Male,103.2
1982,35-39,Female,98.7
1982,40-44,Male,88.2
1982,40-44,Female,83.6
1982,45-49,Male,79.1
1982,45-49,Female,75.4
1982,50-54,Male,75.6
1982,50-54,Female,74.3
1982,55-59,Male,73.0
1982,55-59,Female,75.8
1982,60-64,Male,68.1
1982,60-64,Female,71.9
1982,65-69,Male,64.0
1982,65-69,Female,69.7
1982,70-74,Male,49.1
1982,70-74,Female,56.1
1982,75-79,Male,30.0
1982,75-79,Female,40.2
1982,80-84,Male,15.6
1982,80-84,Female,25.5
1982,85+,Male,8.0
1982,85+,Female,15.6
1983,00,Male,35.9
1983,00,Female,34.1
1983,01-04,Male,140.5
1983,01-04,Female,133.3
1983,05-09,Male,180.6
1983,05-09,Female,171.7
1983,10-14,Male,178.0
1983,10-14,Female,168.9
1983,15-19,Male,169.0
1983,15-19,Female,161.4
1983,20-24,Male,142.9
1983,20-24,Female,139.2
1983,25-29,Male,127.0
1983,25-29,Female,125.6
1983,30-34,Male,120.6
1983,30-34,Female,117.1
1983,35-39,Male,106.7
1983,35-39,Female,102.6
1983,40-44,Male,90.9
1983,40-44,Female,86.3
1983,45-49,Male,80.3
1983,45-49,Female,76.5
1983,50-54,Male,75.7
1983,50-54,Female,74.0
1983,55-59,Male,72.6
1983,55-59,Female,75.0
1983,60-64,Male,68.0
1983,60-64,Female,72.3
1983,65-69,Male,63.4
1983,65-69,Female,69.6
1983,70-74,Male,49.7
1983,70-74,Female,57.2
1983,75-79,Male,30.7
1983,75-79,Female,41.0
1983,80-84,Male,15.8
1983,80-84,Female,25.8
1983,85+,Male,8.0
1983,85+,Female,16.1
1984,00,Male,34.1
1984,00,Female,32.0
1984,01-04,Male,139.6
1984,01-04,Female,132.8
1984,05-09,Male,181.0
1984,05-09,Female,172.0
1984,10-14,Male,179.1
1984,10-14,Female,170.0
1984,15-19,Male,170.0
1984,15-19,Female,162.0
1984,20-24,Male,143.8
1984,20-24,Female,140.8
1984,25-29,Male,128.2
1984,25-29,Female,127.3
1984,30-34,Male,121.6
1984,30-34,Female,118.7
1984,35-39,Male,110.3
1984,35-39,Female,106.5
1984,40-44,Male,93.6
1984,40-44,Female,89.2
1984,45-49,Male,81.4
1984,45-49,Female,77.6
1984,50-54,Male,75.8
1984,50-54,Female,73.8
1984,55-59,Male,72.2
1984,55-59,Female,74.2
1984,60-64,Male,68.0
1984,60-64,Female,72.7
1984,65-69,Male,62.8
1984,65-69,Female,69.4
1984,70-74,Male,50.2
1984,70-74,Female,58.4
1984,75-79,Male,31.4
1984,75-79,Female,41.7
1984,80-84,Male,15.9
1984,80-84,Female,26.3
1984,85+,Male,8.0
1984,85+,Female,16.6
1985,00,Male,32.9
1985,00,Female,30.8
1985,01-04,Male,137.4
1985,01-04,Female,130.7
1985,05-09,Male,180.7
1985,05-09,Female,171.7
1985,10-14,Male,179.5
1985,10-14,Female,170.6
1985,15-19,Male,170.2
1985,15-19,Female,161.8
1985,20-24,Male,144.2
1985,20-24,Female,141.8
1985,25-29,Male,128.9
1985,25-29,Female,128.5
1985,30-34,Male,122.1
1985,30-34,Female,119.8
1985,35-39,Male,113.6
1985,35-39,Female,110.0
1985,40-44,Male,95.9
1985,40-44,Female,91.6
1985,45-49,Male,82.2
1985,45-49,Female,78.4
1985,50-54,Male,75.6
1985,50-54,Female,73.2
1985,55-59,Male,71.5
1985,55-59,Female,73.0
1985,60-64,Male,67.7
1985,60-64,Female,72.9
1985,65-69,Male,62.0
1985,65-69,Female,69.0
1985,70-74,Male,50.6
1985,70-74,Female,59.3
1985,75-79,Male,32.0
1985,75-79,Female,42.3
1985,80-84,Male,16.0
1985,80-84,Female,26.6
1985,85+,Male,8.0
1985,85+,Female,17.0
1986,00,Male,31.3
1986,00,Female,29.9
1986,01-04,Male,135.1
1986,01-04,Female,127.8
1986,05-09,Male,179.8
1986,05-09,Female,170.8
1986,10-14,Male,179.4
1986,10-14,Female,170.6
1986,15-19,Male,169.9
1986,15-19,Female,161.2
1986,20-24,Male,144.1
1986,20-24,Female,142.3
1986,25-29,Male,129.1
1986,25-29,Female,129.4
1986,30-34,Male,122.2
1986,30-34,Female,120.5
1986,35-39,Male,116.4
1986,35-39,Female,113.3
1986,40-44,Male,98.0
1986,40-44,Female,93.8
1986,45-49,Male,82.8
1986,45-49,Female,79.0
1986,50-54,Male,75.2
1986,50-54,Female,72.4
1986,55-59,Male,70.5
1986,55-59,Female,71.7
1986,60-64,Male,67.2
1986,60-64,Female,72.8
1986,65-69,Male,61.1
1986,65-69,Female,68.4
1986,70-74,Male,50.9
1986,70-74,Female,60.1
1986,75-79,Male,32.6
1986,75-79,Female,42.9
1986,80-84,Male,16.1
1986,80-84,Female,26.8
1986,85+,Male,8.0
1986,85+,Female,17.4
1987,00,Male,31.2
1987,00,Female,29.0
1987,01-04,Male,130.8
1987,01-04,Female,124.3
1987,05-09,Male,180.4
1987,05-09,Female,171.6
1987,10-14,Male,178.1
1987,10-14,Female,169.0
1987,15-19,Male,168.1
1987,15-19,Female,161.2
1987,20-24,Male,144.9
1987,20-24,Female,141.6
1987,25-29,Male,127.3
1987,25-29,Female,128.8
1987,30-34,Male,123.0
1987,30-34,Female,122.4
1987,35-39,Male,117.1
1987,35-39,Female,114.5
1987,40-44,Male,103.3
1987,40-44,Female,99.5
1987,45-49,Male,83.1
1987,45-49,Female,78.8
1987,50-54,Male,76.7
1987,50-54,Female,74.1
1987,55-59,Male,69.8
1987,55-59,Female,70.3
1987,60-64,Male,66.6
1987,60-64,Female,72.6
1987,65-69,Male,60.8
1987,65-69,Female,68.3
1987,70-74,Male,50.4
1987,70-74,Female,60.7
1987,75-79,Male,33.9
1987,75-79,Female,44.1
1987,80-84,Male,16.4
1987,80-84,Female,27.3
1987,85+,Male,8.2
1987,85+,Female,18.1
1988,00,Male,29.2
1988,00,Female,28.0
1988,01-04,Male,126.7
1988,01-04,Female,119.7
1988,05-09,Male,178.9
1988,05-09,Female,170.4
1988,10-14,Male,174.9
1988,10-14,Female,166.0
1988,15-19,Male,167.5
1988,15-19,Female,162.5
1988,20-24,Male,141.4
1988,20-24,Female,137.4
1988,25-29,Male,123.7
1988,25-29,Female,127.2
1988,30-34,Male,121.4
1988,30-34,Female,122.2
1988,35-39,Male,118.9
1988,35-39,Female,116.6
1988,40-44,Male,106.3
1988,40-44,Female,102.8
1988,45-49,Male,86.0
1988,45-49,Female,82.2
1988,50-54,Male,76.1
1988,50-54,Female,73.3
1988,55-59,Male,70.9
1988,55-59,Female,70.9
1988,60-64,Male,65.3
1988,60-64,Female,70.9
1988,65-69,Male,62.3
1988,65-69,Female,70.6
1988,70-74,Male,48.8
1988,70-74,Female,58.9
1988,75-79,Male,35.4
1988,75-79,Female,46.2
1988,80-84,Male,16.5
1988,80-84,Female,27.4
1988,85+,Male,8.5
1988,85+,Female,18.7
1989,00,Male,27.3
1989,00,Female,26.0
1989,01-04,Male,122.5
1989,01-04,Female,116.4
1989,05-09,Male,175.6
1989,05-09,Female,166.0
1989,10-14,Male,174.0
1989,10-14,Female,165.6
1989,15-19,Male,165.4
1989,15-19,Female,161.8
1989,20-24,Male,137.8
1989,20-24,Female,132.6
1989,25-29,Male,120.5
1989,25-29,Female,126.0
1989,30-34,Male,119.3
1989,30-34,Female,122.8
1989,35-39,Male,119.2
1989,35-39,Female,117.0
1989,40-44,Male,109.5
1989,40-44,Female,106.8
1989,45-49,Male,87.7
1989,45-49,Female,84.4
1989,50-54,Male,76.6
1989,50-54,Female,74.4
1989,55-59,Male,70.9
1989,55-59,Female,70.4
1989,60-64,Male,65.0
1989,60-64,Female,70.4
1989,65-69,Male,62.4
1989,65-69,Female,71.0
1989,70-74,Male,48.7
1989,70-74,Female,58.8
1989,75-79,Male,35.8
1989,75-79,Female,47.5
1989,80-84,Male,17.2
1989,80-84,Female,28.2
1989,85+,Male,8.6
1989,85+,Female,19.4
1990,00,Male,26.6
1990,00,Female,25.1
1990,01-04,Male,117.7
1990,01-04,Female,112.8
1990,05-09,Male,169.0
1990,05-09,Female,159.7
1990,10-14,Male,176.4
1990,10-14,Female,167.2
1990,15-19,Male,167.3
1990,15-19,Female,161.0
1990,20-24,Male,135.8
1990,20-24,Female,130.0
1990,25-29,Male,120.4
1990,25-29,Female,125.7
1990,30-34,Male,119.7
1990,30-34,Female,123.5
1990,35-39,Male,119.7
1990,35-39,Female,118.2
1990,40-44,Male,112.0
1990,40-44,Female,109.9
1990,45-49,Male,90.6
1990,45-49,Female,87.1
1990,50-54,Male,78.2
1990,50-54,Female,76.2
1990,55-59,Male,71.1
1990,55-59,Female,70.4
1990,60-64,Male,64.9
1990,60-64,Female,69.5
1990,65-69,Male,61.9
1990,65-69,Female,70.4
1990,70-74,Male,48.9
1990,70-74,Female,59.0
1990,75-79,Male,35.9
1990,75-79,Female,48.5
1990,80-84,Male,18.0
1990,80-84,Female,29.1
1990,85+,Male,8.6
1990,85+,Female,19.7
1991,00,Male,27.4
1991,00,Female,25.7
1991,01-04,Male,113.2
1991,01-04,Female,107.5
1991,05-09,Male,163.3
1991,05-09,Female,155.2
1991,10-14,Male,178.9
1991,10-14,Female,169.4
1991,15-19,Male,171.4
1991,15-19,Female,163.6
1991,20-24,Male,136.5
1991,20-24,Female,130.1
1991,25-29,Male,120.7
1991,25-29,Female,125.7
1991,30-34,Male,123.2
1991,30-34,Female,125.9
1991,35-39,Male,118.7
1991,35-39,Female,119.2
1991,40-44,Male,113.9
1991,40-44,Female,111.8
1991,45-49,Male,95.4
1991,45-49,Female,92.3
1991,50-54,Male,79.9
1991,50-54,Female,76.9
1991,55-59,Male,71.7
1991,55-59,Female,70.9
1991,60-64,Male,65.6
1991,60-64,Female,69.0
1991,65-69,Male,61.0
1991,65-69,Female,69.8
1991,70-74,Male,49.2
1991,70-74,Female,60.1
1991,75-79,Male,35.7
1991,75-79,Female,48.4
1991,80-84,Male,19.0
1991,80-84,Female,30.3
1991,85+,Male,8.9
1991,85+,Female,20.5
1992,00,Male,26.9
1992,00,Female,25.5
1992,01-04,Male,111.3
1992,01-04,Female,105.8
1992,05-09,Male,159.6
1992,05-09,Female,151.1
1992,10-14,Male,180.3
1992,10-14,Female,170.4
1992,15-19,Male,170.7
1992,15-19,Female,162.5
1992,20-24,Male,142.3
1992,20-24,Female,134.7
1992,25-29,Male,121.1
1992,25-29,Female,126.0
1992,30-34,Male,125.6
1992,30-34,Female,127.9
1992,35-39,Male,120.0
1992,35-39,Female,121.6
1992,40-44,Male,114.9
1992,40-44,Female,113.6
1992,45-49,Male,101.3
1992,45-49,Female,97.7
1992,50-54,Male,81.0
1992,50-54,Female,77.6
1992,55-59,Male,72.8
1992,55-59,Female,72.1
1992,60-64,Male,66.2
1992,60-64,Female,68.4
1992,65-69,Male,60.6
1992,65-69,Female,69.7
1992,70-74,Male,49.6
1992,70-74,Female,60.7
1992,75-79,Male,35.3
1992,75-79,Female,48.3
1992,80-84,Male,20.1
1992,80-84,Female,31.5
1992,85+,Male,9.0
1992,85+,Female,21.1
1993,00,Male,25.9
1993,00,Female,24.3
1993,01-04,Male,110.0
1993,01-04,Female,104.3
1993,05-09,Male,155.2
1993,05-09,Female,147.3
1993,10-14,Male,179.8
1993,10-14,Female,170.1
1993,15-19,Male,169.4
1993,15-19,Female,161.0
1993,20-24,Male,146.8
1993,20-24,Female,138.6
1993,25-29,Male,121.5
1993,25-29,Female,125.0
1993,30-34,Male,126.1
1993,30-34,Female,130.0
1993,35-39,Male,121.0
1993,35-39,Female,123.1
1993,40-44,Male,116.8
1993,40-44,Female,115.5
1993,45-49,Male,105.8
1993,45-49,Female,101.9
1993,50-54,Male,84.1
1993,50-54,Female,81.0
1993,55-59,Male,73.2
1993,55-59,Female,72.1
1993,60-64,Male,67.3
1993,60-64,Female,69.0
1993,65-69,Male,59.9
1993,65-69,Female,68.3
1993,70-74,Male,50.8
1993,70-74,Female,62.6
1993,75-79,Male,34.3
1993,75-79,Female,47.4
1993,80-84,Male,20.9
1993,80-84,Female,32.7
1993,85+,Male,9.2
1993,85+,Female,21.8
1994,00,Male,25.2
1994,00,Female,23.6
1994,01-04,Male,108.9
1994,01-04,Female,102.6
1994,05-09,Male,150.5
1994,05-09,Female,143.0
1994,10-14,Male,177.8
1994,10-14,Female,167.2
1994,15-19,Male,169.2
1994,15-19,Female,161.8
1994,20-24,Male,148.9
1994,20-24,Female,141.2
1994,25-29,Male,123.1
1994,25-29,Female,124.2
1994,30-34,Male,125.9
1994,30-34,Female,131.9
1994,35-39,Male,122.6
1994,35-39,Female,124.8
1994,40-44,Male,117.5
1994,40-44,Female,116.5
1994,45-49,Male,109.5
1994,45-49,Female,106.3
1994,50-54,Male,86.9
1994,50-54,Female,83.7
1994,55-59,Male,74.4
1994,55-59,Female,73.6
1994,60-64,Male,67.9
1994,60-64,Female,68.9
1994,65-69,Male,59.5
1994,65-69,Female,67.4
1994,70-74,Male,51.0
1994,70-74,Female,62.9
1994,75-79,Male,34.3
1994,75-79,Female,47.5
1994,80-84,Male,21.1
1994,80-84,Female,33.5
1994,85+,Male,9.3
1994,85+,Female,22.2
1995,00,Male,24.9
1995,00,Female,23.3
1995,01-04,Male,106.7
1995,01-04,Female,100.6
1995,05-09,Male,147.3
1995,05-09,Female,139.9
1995,10-14,Male,172.4
1995,10-14,Female,162.7
1995,15-19,Male,171.4
1995,15-19,Female,163.8
1995,20-24,Male,148.0
1995,20-24,Female,142.5
1995,25-29,Male,126.0
1995,25-29,Female,126.5
1995,30-34,Male,127.1
1995,30-34,Female,132.7
1995,35-39,Male,123.2
1995,35-39,Female,126.4
1995,40-44,Male,119.1
1995,40-44,Female,118.6
1995,45-49,Male,112.3
1995,45-49,Female,110.0
1995,50-54,Male,89.8
1995,50-54,Female,86.6
1995,55-59,Male,76.2
1995,55-59,Female,75.5
1995,60-64,Male,67.9
1995,60-64,Female,68.6
1995,65-69,Male,59.7
1995,65-69,Female,66.9
1995,70-74,Male,50.4
1995,70-74,Female,62.9
1995,75-79,Male,34.7
1995,75-79,Female,47.8
1995,80-84,Male,21.3
1995,80-84,Female,34.6
1995,85+,Male,10.0
1995,85+,Female,23.1
1996,00,Male,25.2
1996,00,Female,23.6
1996,01-04,Male,103.5
1996,01-04,Female,98.0
1996,05-09,Male,145.3
1996,05-09,Female,137.6
1996,10-14,Male,167.4
1996,10-14,Female,158.7
1996,15-19,Male,174.0
1996,15-19,Female,165.6
1996,20-24,Male,149.1
1996,20-24,Female,144.2
1996,25-29,Male,129.4
1996,25-29,Female,129.7
1996,30-34,Male,127.7
1996,30-34,Female,133.2
1996,35-39,Male,126.1
1996,35-39,Female,129.5
1996,40-44,Male,120.1
1996,40-44,Female,120.4
1996,45-49,Male,113.8
1996,45-49,Female,111.6
1996,50-54,Male,94.8
1996,50-54,Female,91.8
1996,55-59,Male,77.8
1996,55-59,Female,76.0
1996,60-64,Male,68.7
1996,60-64,Female,69.3
1996,65-69,Male,60.3
1996,65-69,Female,66.6
1996,70-74,Male,50.1
1996,70-74,Female,62.4
1996,75-79,Male,35.2
1996,75-79,Female,48.9
1996,80-84,Male,21.1
1996,80-84,Female,34.7
1996,85+,Male,10.6
1996,85+,Female,24.1
1997,00,Male,26.1
1997,00,Female,24.4
1997,01-04,Male,102.6
1997,01-04,Female,96.9
1997,05-09,Male,142.2
1997,05-09,Female,135.7
1997,10-14,Male,163.5
1997,10-14,Female,154.5
1997,15-19,Male,176.2
1997,15-19,Female,167.6
1997,20-24,Male,151.3
1997,20-24,Female,145.9
1997,25-29,Male,132.0
1997,25-29,Female,132.5
1997,30-34,Male,129.9
1997,30-34,Female,135.2
1997,35-39,Male,128.7
1997,35-39,Female,132.0
1997,40-44,Male,123.3
1997,40-44,Female,124.0
1997,45-49,Male,114.8
1997,45-49,Female,113.4
1997,50-54,Male,100.8
1997,50-54,Female,97.6
1997,55-59,Male,79.2
1997,55-59,Female,76.9
1997,60-64,Male,70.2
1997,60-64,Female,70.8
1997,65-69,Male,60.9
1997,65-69,Female,65.9
1997,70-74,Male,50.2
1997,70-74,Female,62.6
1997,75-79,Male,35.6
1997,75-79,Female,49.4
1997,80-84,Male,20.9
1997,80-84,Female,34.9
1997,85+,Male,11.0
1997,85+,Female,24.9
1998,00,Male,27.0
1998,00,Female,25.6
1998,01-04,Male,103.8
1998,01-04,Female,97.3
1998,05-09,Male,140.3
1998,05-09,Female,133.6
1998,10-14,Male,158.3
1998,10-14,Female,150.1
1998,15-19,Male,175.7
