Year,Age,Sex,Population
1998,15-19,Female,168.0
1998,20-24,Male,152.3
1998,20-24,Female,146.7
1998,25-29,Male,136.6
1998,25-29,Female,135.8
1998,30-34,Male,131.8
1998,30-34,Female,136.1
1998,35-39,Male,131.9
1998,35-39,Female,135.3
1998,40-44,Male,125.1
1998,40-44,Female,126.3
1998,45-49,Male,116.7
1998,45-49,Female,116.1
1998,50-54,Male,105.8
1998,50-54,Female,102.1
1998,55-59,Male,82.2
1998,55-59,Female,80.3
1998,60-64,Male,70.9
1998,60-64,Female,71.5
1998,65-69,Male,62.2
1998,65-69,Female,66.0
1998,70-74,Male,49.8
1998,70-74,Female,62.0
1998,75-79,Male,36.8
1998,75-79,Female,51.6
1998,80-84,Male,20.5
1998,80-84,Female,34.2
1998,85+,Male,11.4
1998,85+,Female,26.0
1999,00,Male,27.4
1999,00,Female,25.9
1999,01-04,Male,106.5
1999,01-04,Female,99.9
1999,05-09,Male,138.7
1999,05-09,Female,131.9
1999,10-14,Male,154.1
1999,10-14,Female,146.2
1999,15-19,Male,173.8
1999,15-19,Female,164.7
1999,20-24,Male,153.6
1999,20-24,Female,150.3
1999,25-29,Male,140.5
1999,25-29,Female,139.3
1999,30-34,Male,133.9
1999,30-34,Female,138.0
1999,35-39,Male,135.2
1999,35-39,Female,138.3
1999,40-44,Male,127.5
1999,40-44,Female,128.2
1999,45-49,Male,117.6
1999,45-49,Female,117.1
1999,50-54,Male,110.4
1999,50-54,Female,107.1
1999,55-59,Male,85.2
1999,55-59,Female,83.0
1999,60-64,Male,72.5
1999,60-64,Female,73.0
1999,65-69,Male,63.0
1999,65-69,Female,65.9
1999,70-74,Male,49.7
1999,70-74,Female,61.4
1999,75-79,Male,37.0
1999,75-79,Female,52.1
1999,80-84,Male,20.4
1999,80-84,Female,34.2
1999,85+,Male,11.5
1999,85+,Female,26.8
2000,00,Male,27.6
2000,00,Female,26.0
2000,01-04,Male,109.6
2000,01-04,Female,102.9
2000,05-09,Male,136.6
2000,05-09,Female,130.1
2000,10-14,Male,151.3
2000,10-14,Female,143.8
2000,15-19,Male,168.9
2000,15-19,Female,160.5
2000,20-24,Male,157.4
2000,20-24,Female,154.5
2000,25-29,Male,146.0
2000,25-29,Female,143.3
2000,30-34,Male,137.5
2000,30-34,Female,140.0
2000,35-39,Male,138.2
2000,35-39,Female,142.0
2000,40-44,Male,129.7
2000,40-44,Female,130.8
2000,45-49,Male,119.8
2000,45-49,Female,119.3
2000,50-54,Male,114.1
2000,50-54,Female,110.8
2000,55-59,Male,88.2
2000,55-59,Female,86.1
2000,60-64,Male,74.8
2000,60-64,Female,74.9
2000,65-69,Male,63.3
2000,65-69,Female,66.0
2000,70-74,Male,50.3
2000,70-74,Female,61.1
2000,75-79,Male,36.9
2000,75-79,Female,52.0
2000,80-84,Male,21.0
2000,80-84,Female,34.8
2000,85+,Male,11.8
2000,85+,Female,27.6
2001,00,Male,28.4
2001,00,Female,26.7
2001,01-04,Male,112.0
2001,01-04,Female,106.1
2001,05-09,Male,135.5
2001,05-09,Female,128.2
2001,10-14,Male,149.0
2001,10-14,Female,141.6
2001,15-19,Male,164.3
2001,15-19,Female,156.2
2001,20-24,Male,160.5
2001,20-24,Female,157.1
2001,25-29,Male,151.2
2001,25-29,Female,149.7
2001,30-34,Male,144.2
2001,30-34,Female,144.4
2001,35-39,Male,141.2
2001,35-39,Female,143.9
2001,40-44,Male,133.0
2001,40-44,Female,134.6
2001,45-49,Male,122.4
2001,45-49,Female,121.5
2001,50-54,Male,115.5
2001,50-54,Female,112.7
2001,55-59,Male,94.0
2001,55-59,Female,91.8
2001,60-64,Male,75.9
2001,60-64,Female,75.8
2001,65-69,Male,64.0
2001,65-69,Female,66.8
2001,70-74,Male,51.1
2001,70-74,Female,60.8
2001,75-79,Male,37.1
2001,75-79,Female,52.1
2001,80-84,Male,21.7
2001,80-84,Female,35.9
2001,85+,Male,12.2
2001,85+,Female,28.2
2002,00,Male,27.8
2002,00,Female,26.7
2002,01-04,Male,114.2
2002,01-04,Female,108.9
2002,05-09,Male,135.9
2002,05-09,Female,128.2
2002,10-14,Male,146.1
2002,10-14,Female,139.6
2002,15-19,Male,160.4
2002,15-19,Female,152.8
2002,20-24,Male,165.3
2002,20-24,Female,163.0
2002,25-29,Male,156.1
2002,25-29,Female,156.6
2002,30-34,Male,152.4
2002,30-34,Female,152.3
2002,35-39,Male,144.5
2002,35-39,Female,146.4
2002,40-44,Male,135.3
2002,40-44,Female,136.7
2002,45-49,Male,125.0
2002,45-49,Female,124.6
2002,50-54,Male,116.6
2002,50-54,Female,114.3
2002,55-59,Male,99.8
2002,55-59,Female,97.5
2002,60-64,Male,77.6
2002,60-64,Female,76.7
2002,65-69,Male,65.3
2002,65-69,Female,68.2
2002,70-74,Male,51.7
2002,70-74,Female,60.4
2002,75-79,Male,37.4
2002,75-79,Female,52.4
2002,80-84,Male,22.3
2002,80-84,Female,36.6
2002,85+,Male,12.5
2002,85+,Female,29.2
2003,00,Male,31.0
2003,00,Female,29.4
2003,01-04,Male,114.4
2003,01-04,Female,109.5
2003,05-09,Male,137.8
2003,05-09,Female,130.9
2003,10-14,Male,144.4
2003,10-14,Female,137.3
2003,15-19,Male,155.9
2003,15-19,Female,148.8
2003,20-24,Male,167.0
2003,20-24,Female,167.0
2003,25-29,Male,158.6
2003,25-29,Female,158.8
2003,30-34,Male,158.2
2003,30-34,Female,157.9
2003,35-39,Male,147.4
2003,35-39,Female,149.0
2003,40-44,Male,138.9
2003,40-44,Female,140.3
2003,45-49,Male,126.9
2003,45-49,Female,126.8
2003,50-54,Male,118.5
2003,50-54,Female,116.6
2003,55-59,Male,104.9
2003,55-59,Female,101.6
2003,60-64,Male,80.7
2003,60-64,Female,79.6
2003,65-69,Male,66.0
2003,65-69,Female,69.0
2003,70-74,Male,53.2
2003,70-74,Female,60.6
2003,75-79,Male,37.3
2003,75-79,Female,52.3
2003,80-84,Male,23.4
2003,80-84,Female,38.3
2003,85+,Male,12.6
2003,85+,Female,29.3
2004,00,Male,31.5
2004,00,Female,30.1
2004,01-04,Male,117.2
2004,01-04,Female,111.9
2004,05-09,Male,141.2
2004,05-09,Female,133.8
2004,10-14,Male,142.8
2004,10-14,Female,135.4
2004,15-19,Male,152.7
2004,15-19,Female,145.7
2004,20-24,Male,168.2
2004,20-24,Female,167.9
2004,25-29,Male,162.9
2004,25-29,Female,162.5
2004,30-34,Male,161.8
2004,30-34,Female,163.4
2004,35-39,Male,152.4
2004,35-39,Female,151.1
2004,40-44,Male,142.5
2004,40-44,Female,143.5
2004,45-49,Male,129.7
2004,45-49,Female,129.6
2004,50-54,Male,120.1
2004,50-54,Female,118.0
2004,55-59,Male,108.5
2004,55-59,Female,105.4
2004,60-64,Male,83.8
2004,60-64,Female,82.2
2004,65-69,Male,67.3
2004,65-69,Female,70.2
2004,70-74,Male,54.6
2004,70-74,Female,61.1
2004,75-79,Male,37.8
2004,75-79,Female,52.2
2004,80-84,Male,23.9
2004,80-84,Female,39.2
2004,85+,Male,13.2
2004,85+,Female,30.2
2005,00,Male,31.5
2005,00,Female,29.6
2005,01-04,Male,120.2
2005,01-04,Female,115.3
2005,05-09,Male,144.3
2005,05-09,Female,136.3
2005,10-14,Male,142.0
2005,10-14,Female,134.4
2005,15-19,Male,149.8
2005,15-19,Female,143.0
2005,20-24,Male,170.0
2005,20-24,Female,169.5
2005,25-29,Male,174.1
2005,25-29,Female,171.1
2005,30-34,Male,168.7
2005,30-34,Female,167.0
2005,35-39,Male,157.8
2005,35-39,Female,154.4
2005,40-44,Male,147.1
2005,40-44,Female,147.1
2005,45-49,Male,132.9
2005,45-49,Female,132.6
2005,50-54,Male,122.9
2005,50-54,Female,120.2
2005,55-59,Male,112.0
2005,55-59,Female,109.4
2005,60-64,Male,86.7
2005,60-64,Female,85.4
2005,65-69,Male,69.1
2005,65-69,Female,71.7
2005,70-74,Male,55.7
2005,70-74,Female,61.7
2005,75-79,Male,38.8
2005,75-79,Female,52.2
2005,80-84,Male,24.3
2005,80-84,Female,39.7
2005,85+,Male,14.0
2005,85+,Female,31.7
2006,00,Male,31.3
2006,00,Female,29.8
2006,01-04,Male,123.4
2006,01-04,Female,117.9
2006,05-09,Male,148.1
2006,05-09,Female,140.4
2006,10-14,Male,140.7
2006,10-14,Female,133.5
2006,15-19,Male,148.7
2006,15-19,Female,142.2
2006,20-24,Male,175.5
2006,20-24,Female,172.0
2006,25-29,Male,190.2
2006,25-29,Female,185.0
2006,30-34,Male,176.4
2006,30-34,Female,171.5
2006,35-39,Male,162.8
2006,35-39,Female,157.7
2006,40-44,Male,150.4
2006,40-44,Female,149.3
2006,45-49,Male,137.4
2006,45-49,Female,136.4
2006,50-54,Male,124.1
2006,50-54,Female,122.3
2006,55-59,Male,113.2
2006,55-59,Female,110.7
2006,60-64,Male,90.6
2006,60-64,Female,89.1
2006,65-69,Male,69.9
2006,65-69,Female,71.4
2006,70-74,Male,55.8
2006,70-74,Female,61.7
2006,75-79,Male,39.7
2006,75-79,Female,51.8
2006,80-84,Male,24.5
2006,80-84,Female,39.9
2006,85+,Male,14.8
2006,85+,Female,33.1
2007,00,Male,34.1
2007,00,Female,32.2
2007,01-04,Male,125.3
2007,01-04,Female,118.8
2007,05-09,Male,151.9
2007,05-09,Female,145.4
2007,10-14,Male,141.9
2007,10-14,Female,134.6
2007,15-19,Male,147.5
2007,15-19,Female,144.0
2007,20-24,Male,187.6
2007,20-24,Female,184.1
2007,25-29,Male,202.6
2007,25-29,Female,197.2
2007,30-34,Male,184.6
2007,30-34,Female,176.8
2007,35-39,Male,171.3
2007,35-39,Female,164.0
2007,40-44,Male,154.9
2007,40-44,Female,153.2
2007,45-49,Male,141.2
2007,45-49,Female,140.1
2007,50-54,Male,127.4
2007,50-54,Female,125.8
2007,55-59,Male,115.2
2007,55-59,Female,112.7
2007,60-64,Male,96.1
2007,60-64,Female,94.5
2007,65-69,Male,71.9
2007,65-69,Female,72.2
2007,70-74,Male,56.9
2007,70-74,Female,62.6
2007,75-79,Male,40.8
2007,75-79,Female,51.6
2007,80-84,Male,25.0
2007,80-84,Female,40.5
2007,85+,Male,15.2
2007,85+,Female,34.2
2008,00,Male,36.9
2008,00,Female,35.5
2008,01-04,Male,129.1
2008,01-04,Female,122.6
2008,05-09,Male,156.3
2008,05-09,Female,150.0
2008,10-14,Male,145.3
2008,10-14,Female,137.9
2008,15-19,Male,149.6
2008,15-19,Female,146.0
2008,20-24,Male,186.5
2008,20-24,Female,187.1
2008,25-29,Male,204.7
2008,25-29,Female,203.6
2008,30-34,Male,186.9
2008,30-34,Female,182.6
2008,35-39,Male,177.6
2008,35-39,Female,171.0
2008,40-44,Male,157.5
2008,40-44,Female,156.1
2008,45-49,Male,144.5
2008,45-49,Female,143.9
2008,50-54,Male,129.5
2008,50-54,Female,128.5
2008,55-59,Male,117.3
2008,55-59,Female,115.3
2008,60-64,Male,101.0
2008,60-64,Female,98.8
2008,65-69,Male,74.4
2008,65-69,Female,75.4
2008,70-74,Male,58.1
2008,70-74,Female,63.6
2008,75-79,Male,42.4
2008,75-79,Female,52.1
2008,80-84,Male,25.3
2008,80-84,Female,40.5
2008,85+,Male,15.9
2008,85+,Female,36.0
2009,00,Male,37.7
2009,00,Female,35.9
2009,01-04,Male,133.8
2009,01-04,Female,127.9
2009,05-09,Male,158.5
2009,05-09,Female,152.2
2009,10-14,Male,149.2
2009,10-14,Female,141.2
2009,15-19,Male,150.3
2009,15-19,Female,143.9
2009,20-24,Male,173.5
2009,20-24,Female,180.9
2009,25-29,Male,198.4
2009,25-29,Female,202.1
2009,30-34,Male,188.1
2009,30-34,Female,186.4
2009,35-39,Male,180.3
2009,35-39,Female,176.0
2009,40-44,Male,159.5
2009,40-44,Female,157.3
2009,45-49,Male,147.9
2009,45-49,Female,147.7
2009,50-54,Male,131.6
2009,50-54,Female,130.7
2009,55-59,Male,118.7
2009,55-59,Female,117.0
2009,60-64,Male,104.9
2009,60-64,Female,102.8
2009,65-69,Male,78.0
2009,65-69,Female,78.6
2009,70-74,Male,59.8
2009,70-74,Female,64.8
2009,75-79,Male,43.9
2009,75-79,Female,52.9
2009,80-84,Male,26.3
2009,80-84,Female,40.6
2009,85+,Male,16.8
2009,85+,Female,37.2
2010,00,Male,38.5
2010,00,Female,36.5
2010,01-04,Male,139.1
2010,01-04,Female,133.0
2010,05-09,Male,160.8
2010,05-09,Female,153.8
2010,10-14,Male,152.1
2010,10-14,Female,144.0
2010,15-19,Male,147.7
2010,15-19,Female,141.7
2010,20-24,Male,160.1
2010,20-24,Female,166.2
2010,25-29,Male,186.1
2010,25-29,Female,195.6
2010,30-34,Male,189.8
2010,30-34,Female,191.4
2010,35-39,Male,181.0
2010,35-39,Female,178.7
2010,40-44,Male,162.2
2010,40-44,Female,159.6
2010,45-49,Male,149.8
2010,45-49,Female,151.1
2010,50-54,Male,133.7
2010,50-54,Female,133.7
2010,55-59,Male,120.3
2010,55-59,Female,119.3
2010,60-64,Male,107.6
2010,60-64,Female,106.4
2010,65-69,Male,81.5
2010,65-69,Female,82.0
2010,70-74,Male,61.8
2010,70-74,Female,66.2
2010,75-79,Male,45.1
2010,75-79,Female,54.0
2010,80-84,Male,27.3
2010,80-84,Female,41.0
2010,85+,Male,17.7
2010,85+,Female,38.5
2011,00,Male,36.9
2011,00,Female,35.6
2011,01-04,Male,145.1
2011,01-04,Female,138.5
2011,05-09,Male,163.5
2011,05-09,Female,156.2
2011,10-14,Male,154.5
2011,10-14,Female,146.6
2011,15-19,Male,143.7
2011,15-19,Female,137.4
2011,20-24,Male,148.6
2011,20-24,Female,149.9
2011,25-29,Male,175.1
2011,25-29,Female,187.8
2011,30-34,Male,194.9
2011,30-34,Female,198.5
2011,35-39,Male,181.9
2011,35-39,Female,181.2
2011,40-44,Male,165.9
2011,40-44,Female,163.4
2011,45-49,Male,151.3
2011,45-49,Female,152.9
2011,50-54,Male,136.7
2011,50-54,Female,137.1
2011,55-59,Male,121.8
2011,55-59,Female,121.6
2011,60-64,Male,109.2
2011,60-64,Female,107.9
2011,65-69,Male,85.6
2011,65-69,Female,86.5
2011,70-74,Male,62.9
2011,70-74,Female,67.2
2011,75-79,Male,46.3
2011,75-79,Female,55.0
2011,80-84,Male,28.3
2011,80-84,Female,41.5
2011,85+,Male,18.4
2011,85+,Female,39.8
2012,00,Male,37.0
2012,00,Female,35.4
2012,01-04,Male,145.5
2012,01-04,Female,280.7
2012,05-09,Male,166.4
2012,05-09,Female,159.0
2012,10-14,Male,156.3
2012,10-14,Female,148.3
2012,15-19,Male,144.3
2012,15-19,Female,137.2
2012,20-24,Male,141.5
2012,20-24,Female,143.6
2012,25-29,Male,163.4
2012,25-29,Female,178.1
2012,30-34,Male,193.3
2012,30-34,Female,200.8
2012,35-39,Male,182.3
2012,35-39,Female,182.9
2012,40-44,Male,168.0
2012,40-44,Female,166.6
2012,45-49,Male,153.0
2012,45-49,Female,154.7
2012,50-54,Male,138.3
2012,50-54,Female,139.9
2012,55-59,Male,123.8
2012,55-59,Female,124.2
2012,60-64,Male,110.1
2012,60-64,Female,109.8
2012,65-69,Male,90.6
2012,65-69,Female,91.0
2012,70-74,Male,64.6
2012,70-74,Female,68.5
2012,75-79,Male,47.8
2012,75-79,Female,56.1
2012,80-84,Male,29.6
2012,80-84,Female,41.9
2012,85+,Male,19.0
2012,85+,Female,40.8
2013,00,Male,35.0
2013,00,Female,33.5
2013,01-04,Male,144.9
2013,01-04,Female,277.3
2013,05-09,Male,170.7
2013,05-09,Female,162.3
2013,10-14,Male,157.1
2013,10-14,Female,150.8
2013,15-19,Male,145.9
2013,15-19,Female,138.5
2013,20-24,Male,140.1
2013,20-24,Female,138.8
2013,25-29,Male,154.7
2013,25-29,Female,167.1
2013,30-34,Male,190.7
2013,30-34,Female,200.6
2013,35-39,Male,182.7
2013,35-39,Female,184.2
2013,40-44,Male,170.9
2013,40-44,Female,170.1
2013,45-49,Male,154.4
2013,45-49,Female,155.7
2013,50-54,Male,140.6
2013,50-54,Female,142.2
2013,55-59,Male,125.1
2013,55-59,Female,126.0
2013,60-64,Male,111.5
2013,60-64,Female,111.7
2013,65-69,Male,94.9
2013,65-69,Female,95.1
2013,70-74,Male,67.4
2013,70-74,Female,71.3
2013,75-79,Male,49.2
2013,75-79,Female,57.2
2013,80-84,Male,30.8
2013,80-84,Female,42.5
2013,85+,Male,19.3
2013,85+,Female,41.4
2014,00,Male,34.0
2014,00,Female,32.6
2014,01-04,Male,141.7
2014,01-04,Female,278.7
2014,05-09,Male,175.1
2014,05-09,Female,167.0
2014,10-14,Male,158.4
2014,10-14,Female,151.6
2014,15-19,Male,149.1
2014,15-19,Female,141.4
2014,20-24,Male,139.4
2014,20-24,Female,137.3
2014,25-29,Male,147.2
2014,25-29,Female,158.7
2014,30-34,Male,184.9
2014,30-34,Female,197.6
2014,35-39,Male,183.8
2014,35-39,Female,187.8
2014,40-44,Male,172.9
2014,40-44,Female,174.4
2014,45-49,Male,156.1
2014,45-49,Female,156.5
2014,50-54,Male,143.4
2014,50-54,Female,145.8
2014,55-59,Male,127.2
2014,55-59,Female,128.5
2014,60-64,Male,112.9
2014,60-64,Female,113.4
2014,65-69,Male,98.5
2014,65-69,Female,98.7
2014,70-74,Male,70.4
2014,70-74,Female,74.0
2014,75-79,Male,50.7
2014,75-79,Female,58.4
2014,80-84,Male,32.6
2014,80-84,Female,43.5
2014,85+,Male,20.3
2014,85+,Female,42.4
2015,00,Male,33.0
2015,00,Female,31.4
2015,01-04,Male,139.6
2015,01-04,Female,279.7
2015,05-09,Male,178.5
2015,05-09,Female,170.8
2015,10-14,Male,160.9
2015,10-14,Female,153.6
2015,15-19,Male,152.0
2015,15-19,Female,144.1
2015,20-24,Male,139.9
2015,20-24,Female,135.6
2015,25-29,Male,143.7
2015,25-29,Female,155.0
2015,30-34,Male,177.0
2015,30-34,Female,192.2
2015,35-39,Male,186.9
2015,35-39,Female,192.9
2015,40-44,Male,175.0
2015,40-44,Female,178.0
2015,45-49,Male,158.4
2015,45-49,Female,158.6
2015,50-54,Male,146.1
2015,50-54,Female,149.1
2015,55-59,Male,129.3
2015,55-59,Female,131.3
2015,60-64,Male,115.0
2015,60-64,Female,115.9
2015,65-69,Male,101.2
2015,65-69,Female,102.3
2015,70-74,Male,73.6
2015,70-74,Female,77.2
2015,75-79,Male,52.4
2015,75-79,Female,59.7
2015,80-84,Male,34.1
2015,80-84,Female,44.7
2015,85+,Male,21.4
2015,85+,Female,43.5
2016,00,Male,32.0
2016,00,Female,30.4
2016,01-04,Male,137.8
2016,01-04,Female,281.9
2016,05-09,Male,181.4
2016,05-09,Female,173.9
2016,10-14,Male,163.1
2016,10-14,Female,155.7
2016,15-19,Male,154.4
2016,15-19,Female,146.9
2016,20-24,Male,138.4
2016,20-24,Female,135.1
2016,25-29,Male,145.2
2016,25-29,Female,151.5
2016,30-34,Male,172.5
2016,30-34,Female,187.8
2016,35-39,Male,190.6
2016,35-39,Female,197.5
2016,40-44,Male,177.2
2016,40-44,Female,179.3
2016,45-49,Male,162.5
2016,45-49,Female,162.4
2016,50-54,Male,147.7
2016,50-54,Female,150.8
2016,55-59,Male,133.1
2016,55-59,Female,135.1
2016,60-64,Male,117.7
2016,60-64,Female,118.7
2016,65-69,Male,103.4
2016,65-69,Female,104.5
2016,70-74,Male,78.4
2016,70-74,Female,81.6
2016,75-79,Male,53.5
2016,75-79,Female,60.7
2016,80-84,Male,34.9
2016,80-84,Female,45.5
2016,85+,Male,23.0
2016,85+,Female,44.4
2017,00,Male,33.0
2017,00,Female,31.3
2017,01-04,Male,133.4
2017,01-04,Female,286.8
2017,05-09,Male,183.1
2017,05-09,Female,176.0
2017,10-14,Male,165.5
2017,10-14,Female,157.8
2017,15-19,Male,157.6
2017,15-19,Female,151.0
2017,20-24,Male,140.4
2017,20-24,Female,135.9
2017,25-29,Male,144.3
2017,25-29,Female,148.2
2017,30-34,Male,166.3
2017,30-34,Female,181.6
2017,35-39,Male,192.7
2017,35-39,Female,201.9
2017,40-44,Male,180.1
2017,40-44,Female,183.0
2017,45-49,Male,166.2
2017,45-49,Female,166.9
2017,50-54,Male,150.1
2017,50-54,Female,153.2
2017,55-59,Male,135.9
2017,55-59,Female,138.2
2017,60-64,Male,120.5
2017,60-64,Female,121.8
2017,65-69,Male,104.8
2017,65-69,Female,106.4
2017,70-74,Male,82.9
2017,70-74,Female,86.3
2017,75-79,Male,55.1
2017,75-79,Female,61.7
2017,80-84,Male,36.2
2017,80-84,Female,46.6
2017,85+,Male,24.3
2017,85+,Female,45.3
2018,00,Male,31.3
2018,00,Female,30.3
2018,01-04,Male,132.0
2018,01-04,Female,125.8
2018,05-09,Male,182.1
2018,05-09,Female,174.7
2018,10-14,Male,170.5
2018,10-14,Female,162.1
2018,15-19,Male,161.2
2018,15-19,Female,155.0
2018,20-24,Male,147.3
2018,20-24,Female,142.0
2018,25-29,Male,145.2
2018,25-29,Female,145.9
2018,30-34,Male,161.1
2018,30-34,Female,174.8
2018,35-39,Male,193.1
2018,35-39,Female,205.2
2018,40-44,Male,183.2
2018,40-44,Female,186.7
2018,45-49,Male,170.2
2018,45-49,Female,171.0
2018,50-54,Male,152.0
2018,50-54,Female,154.6
2018,55-59,Male,138.6
2018,55-59,Female,141.3
2018,60-64,Male,122.4
2018,60-64,Female,124.1
2018,65-69,Male,106.8
2018,65-69,Female,108.9
2018,70-74,Male,87.4
2018,70-74,Female,90.2
2018,75-79,Male,57.6
2018,75-79,Female,64.2
2018,80-84,Male,37.5
2018,80-84,Female,47.6
2018,85+,Male,26.2
2018,85+,Female,46.8
2019,00,Male,31.2
2019,00,Female,30.2
2019,01-04,Male,129.9
2019,01-04,Female,124.0
2019,05-09,Male,180.2
2019,05-09,Female,172.0
2019,10-14,Male,175.2
2019,10-14,Female,166.2
2019,15-19,Male,162.3
2019,15-19,Female,157.6
2019,20-24,Male,151.5
2019,20-24,Female,146.6
2019,25-29,Male,145.3
2019,25-29,Female,143.9
2019,30-34,Male,159.8
2019,30-34,Female,171.0
2019,35-39,Male,192.0
2019,35-39,Female,205.1
2019,40-44,Male,187.4
2019,40-44,Female,192.5
2019,45-49,Male,174.7
2019,45-49,Female,176.4
2019,50-54,Male,154.5
2019,50-54,Female,156.0
2019,55-59,Male,141.1
2019,55-59,Female,144.8
2019,60-64,Male,126.0
2019,60-64,Female,127.8
2019,65-69,Male,108.4
2019,65-69,Female,110.9
2019,70-74,Male,90.8
2019,70-74,Female,94.1
2019,75-79,Male,60.6
2019,75-79,Female,66.9
2019,80-84,Male,38.7
2019,80-84,Female,48.7
2019,85+,Male,28.3
2019,85+,Female,49.0
2020,00,Male,29.9
2020,00,Female,28.4
2020,01-04,Male,128.3
2020,01-04,Female,122.9
2020,05-09,Male,176.3
2020,05-09,Female,167.8
2020,10-14,Male,179.4
2020,10-14,Female,170.6
2020,15-19,Male,164.7
2020,15-19,Female,159.3
2020,20-24,Male,156.0
2020,20-24,Female,151.2
2020,25-29,Male,147.4
2020,25-29,Female,144.8
2020,30-34,Male,157.5
2020,30-34,Female,166.5
2020,35-39,Male,186.4
2020,35-39,Female,200.1
2020,40-44,Male,193.8
2020,40-44,Female,199.9
2020,45-49,Male,177.7
2020,45-49,Female,180.8
2020,50-54,Male,157.4
2020,50-54,Female,158.7
2020,55-59,Male,144.1
2020,55-59,Female,148.6
2020,60-64,Male,128.0
2020,60-64,Female,130.9
2020,65-69,Male,111.0
2020,65-69,Female,113.3
2020,70-74,Male,93.5
2020,70-74,Female,97.4
2020,75-79,Male,64.0
2020,75-79,Female,70.1
2020,80-84,Male,40.1
2020,80-84,Female,49.6
2020,85+,Male,30.2
2020,85+,Female,51.0
2021,00,Male,28.5
2021,00,Female,27.0
2021,01-04,Male,121.1
2021,01-04,Female,247.1
2021,05-09,Male,171.6
2021,05-09,Female,163.4
2021,10-14,Male,183.0
2021,10-14,Female,175.0
2021,15-19,Male,166.0
2021,15-19,Female,159.3
2021,20-24,Male,158.1
2021,20-24,Female,152.2
2021,25-29,Male,146.9
2021,25-29,Female,144.7
2021,30-34,Male,155.4
2021,30-34,Female,161.8
2021,35-39,Male,180.0
2021,35-39,Female,195.6
2021,40-44,Male,196.7
2021,40-44,Female,205.5
2021,45-49,Male,180.4
2021,45-49,Female,184.0
2021,50-54,Male,161.6
2021,50-54,Female,162.4
2021,55-59,Male,146.4
2021,55-59,Female,150.7
2021,60-64,Male,131.2
2021,60-64,Female,134.7
2021,65-69,Male,113.1
2021,65-69,Female,116.1
2021,70-74,Male,95.1
2021,70-74,Female,99.1
2021,75-79,Male,68.3
2021,75-79,Female,74.5
2021,80-84,Male,41.0
2021,80-84,Female,50.5
2021,85+,Male,31.9
2021,85+,Female,52.7
